,ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,date
380,381,A,Ship,3,4,148,2,low,M,54,1778,1,2017-10-12
381,382,B,Ship,5,2,199,4,low,F,59,2885,1,2017-07-26
382,383,C,Ship,5,4,215,2,low,F,45,3501,1,2017-07-23
383,384,F,Ship,4,5,175,2,low,M,40,1270,1,2017-06-20
384,385,D,Road,4,3,236,2,high,M,23,3123,1,2017-10-10
385,386,F,Road,2,5,182,2,medium,F,57,2896,1,2017-08-21
386,387,A,Road,3,1,251,3,medium,M,42,3698,1,2017-02-28
387,388,B,Road,5,2,173,3,low,F,7,1855,1,2017-02-07
388,389,C,Road,4,3,225,3,low,F,62,2587,1,2017-08-26
389,390,F,Road,4,2,167,4,low,F,20,1705,1,2017-08-23
390,391,D,Road,4,1,259,3,low,M,20,2154,1,2017-09-25
391,392,F,Road,4,1,178,3,medium,F,63,1573,1,2017-01-07
392,393,A,Road,4,4,178,4,medium,F,13,1614,1,2017-04-07
393,394,B,Road,5,4,169,2,low,F,20,1765,1,2017-05-23
394,395,C,Road,3,2,272,2,low,M,33,2321,1,2017-04-11
395,396,F,Road,4,4,183,3,low,M,29,3251,1,2017-12-10
396,397,D,Road,3,4,205,3,low,F,10,2728,1,2017-07-23
397,398,F,Road,2,1,123,4,low,F,53,1036,1,2017-07-11
398,399,A,Road,4,3,152,3,low,M,58,1453,1,2017-02-02
399,400,B,Road,3,1,220,2,high,F,40,3773,1,2017-04-21
400,401,C,Road,4,3,134,3,low,M,51,1965,1,2017-12-14
401,402,F,Road,3,2,217,2,high,M,19,2992,1,2017-06-27
402,403,D,Road,3,2,265,3,low,F,49,2791,1,2017-05-09
403,404,F,Road,4,2,249,5,medium,M,36,3836,1,2017-05-31
404,405,A,Road,5,3,213,4,medium,F,50,2003,1,2017-04-08
405,406,B,Road,2,2,124,3,low,F,56,1494,1,2017-06-14
406,407,C,Flight,4,1,180,2,low,M,23,1193,1,2017-10-11
407,408,F,Flight,4,5,193,3,medium,M,65,2267,1,2017-06-06
408,409,D,Flight,3,2,192,3,medium,M,43,3339,1,2017-02-22
409,410,F,Flight,2,5,166,3,medium,M,3,1832,1,2017-04-13
410,411,A,Flight,3,2,264,3,medium,M,5,3861,1,2017-08-11
411,412,B,Flight,3,4,200,2,medium,M,14,3528,1,2017-11-03
412,413,C,Flight,4,3,142,4,medium,M,12,1396,1,2017-10-30
413,414,F,Flight,4,1,215,2,low,M,32,3066,1,2017-01-08
414,415,D,Flight,2,1,218,2,low,M,15,2745,1,2017-09-30
415,416,F,Flight,3,2,115,3,low,F,27,1814,1,2017-08-20
416,417,A,Flight,4,3,159,3,low,M,33,1330,1,2017-06-07
417,418,B,Flight,5,5,133,3,low,M,63,1218,1,2017-09-28
418,419,C,Flight,5,2,178,3,low,M,48,1517,1,2017-01-31
419,420,F,Flight,4,2,134,2,low,F,43,1714,1,2017-05-17
420,421,D,Flight,3,1,184,5,medium,F,58,2544,1,2017-06-18
421,422,F,Flight,4,2,251,2,medium,M,24,2405,1,2017-06-08
422,423,A,Flight,3,2,141,3,low,M,7,1933,1,2017-08-09
423,424,B,Flight,4,4,229,2,medium,M,45,3776,1,2017-07-12
424,425,C,Flight,4,1,203,4,low,M,34,3813,1,2017-08-20
425,426,F,Flight,4,3,158,3,medium,F,57,1911,1,2017-05-21
426,427,D,Flight,3,4,167,3,medium,M,52,1755,1,2017-05-26
427,428,F,Flight,5,4,197,4,low,F,40,3303,1,2017-09-08
428,429,A,Ship,2,2,140,3,low,F,19,1806,1,2017-01-11
429,430,B,Ship,5,1,205,2,medium,M,27,3569,1,2017-01-29
430,431,C,Ship,5,5,208,3,low,F,45,2018,1,2017-12-04
431,432,F,Ship,4,2,96,3,low,M,22,1294,1,2017-05-14
432,433,D,Ship,6,4,205,3,low,F,44,2064,1,2017-02-12
433,434,F,Ship,4,2,215,3,medium,F,48,2953,1,2017-03-28
434,435,A,Ship,4,1,216,3,low,F,43,2643,1,2017-11-10
435,436,B,Ship,3,1,112,2,high,M,22,1846,1,2017-11-09
436,437,C,Ship,5,4,222,3,low,F,20,3632,1,2017-03-20
437,438,F,Ship,5,2,186,3,medium,F,15,2153,1,2017-12-10
438,439,D,Ship,3,5,241,3,medium,M,48,2841,1,2017-07-29
439,440,F,Ship,3,3,172,3,low,F,58,1269,1,2017-07-20
440,441,A,Ship,3,5,251,2,high,M,23,2426,1,2017-11-01
441,442,B,Ship,5,3,190,3,high,M,45,2628,1,2017-10-03
442,443,C,Ship,4,3,186,2,medium,F,48,2805,1,2017-06-03
443,444,F,Ship,4,4,207,2,medium,M,35,2596,1,2017-11-30
444,445,D,Ship,3,3,135,3,low,F,19,1366,1,2017-09-30
445,446,F,Ship,4,4,189,2,medium,F,18,2955,1,2017-09-18
446,447,A,Ship,4,4,173,5,medium,F,51,1691,1,2017-06-05
447,448,B,Ship,3,4,194,3,medium,M,3,2169,1,2017-11-21
448,449,C,Ship,3,1,183,3,low,M,19,3018,1,2017-05-12
449,450,F,Ship,4,3,140,2,low,F,22,1248,1,2017-07-06
450,451,D,Ship,4,4,244,3,medium,F,55,2782,1,2017-01-13
451,452,F,Ship,2,3,189,4,low,M,34,3355,1,2017-05-11
452,453,A,Ship,3,2,157,2,medium,M,53,1390,1,2017-11-29
453,454,B,Ship,4,1,275,10,medium,F,23,2726,1,2017-12-19
454,455,C,Ship,4,5,133,3,low,F,53,1467,1,2017-12-19
455,456,F,Ship,4,1,149,3,medium,M,54,1178,1,2017-11-14
456,457,D,Ship,3,3,254,2,high,M,17,3153,1,2017-12-23
457,458,F,Ship,3,4,145,8,low,F,15,1429,1,2017-11-27
458,459,A,Ship,3,2,179,5,low,F,52,1991,1,2017-06-08
459,460,B,Ship,5,2,168,3,low,M,26,1526,1,2017-05-14
460,461,C,Ship,4,1,202,3,medium,F,18,3940,1,2017-05-25
461,462,F,Ship,3,4,220,7,low,M,43,2620,1,2017-12-18
462,463,D,Ship,3,4,244,8,low,M,1,2703,1,2017-04-07
463,464,F,Ship,4,2,186,7,medium,F,40,3111,1,2017-08-25
464,465,A,Ship,5,2,263,8,medium,M,24,3139,1,2017-10-15
465,466,B,Ship,3,2,294,4,low,F,15,1318,1,2017-08-24
466,467,C,Ship,3,5,226,2,medium,F,2,1043,1,2017-04-10
467,468,F,Ship,4,4,173,5,medium,F,2,1175,1,2017-10-28
468,469,D,Ship,3,5,194,3,medium,F,10,2277,1,2017-10-08
469,470,F,Ship,3,5,183,3,low,F,2,3459,1,2017-12-02
470,471,A,Ship,4,1,140,2,low,M,61,1770,1,2017-01-22
471,472,B,Ship,4,3,244,3,medium,M,8,3318,1,2017-11-30
472,473,C,Ship,2,2,189,4,low,M,9,3413,1,2017-02-03
473,474,F,Ship,3,1,157,2,medium,F,39,1525,1,2017-01-05
474,475,D,Ship,4,3,275,10,medium,M,10,2093,1,2017-02-09
475,476,F,Ship,4,5,133,3,low,M,59,1092,1,2017-05-05
476,477,A,Ship,4,2,149,3,medium,M,26,1863,1,2017-03-09
477,478,B,Ship,3,4,254,2,high,F,41,3973,1,2017-06-12
478,479,C,Ship,3,4,145,8,low,F,24,1594,1,2017-06-12
479,480,F,Ship,3,5,179,5,low,M,56,1113,1,2017-02-12
480,481,D,Ship,5,4,168,3,low,F,13,1317,1,2017-12-01
481,482,F,Ship,4,5,202,3,medium,F,46,3181,1,2017-07-30
482,483,A,Ship,3,3,220,7,low,M,25,2141,1,2017-02-08
483,484,B,Ship,3,2,244,8,low,F,50,3562,1,2017-06-26
484,485,C,Ship,4,3,186,7,medium,F,30,2062,1,2017-05-03
485,486,F,Ship,5,5,263,8,medium,F,9,2236,1,2017-07-29
486,487,D,Ship,3,1,294,4,low,F,25,1498,1,2017-09-19
487,488,F,Ship,4,1,139,3,low,F,56,1811,1,2017-08-19
488,489,A,Ship,7,5,192,3,low,M,46,1550,1,2017-08-08
489,490,B,Ship,3,3,235,3,low,M,5,3065,1,2017-10-24
490,491,C,Ship,2,1,176,3,low,F,15,1996,1,2017-07-17
491,492,F,Ship,5,4,224,3,low,F,34,2627,1,2017-01-06
492,493,D,Ship,3,4,128,3,medium,F,51,1524,1,2017-01-08
493,494,F,Ship,5,4,226,5,low,M,47,2240,1,2017-10-21
494,495,A,Ship,5,1,160,5,medium,F,16,1526,1,2017-12-01
495,496,B,Ship,3,1,197,5,low,M,45,2224,1,2017-02-03
496,497,C,Ship,4,2,216,3,low,F,12,2273,1,2017-01-28
497,498,F,Ship,4,4,199,2,low,M,9,3075,1,2017-06-29
498,499,D,Ship,5,5,271,2,low,M,27,3957,1,2017-03-19
499,500,F,Ship,5,1,201,3,low,F,47,2657,1,2017-01-31
500,501,A,Ship,3,4,212,2,low,M,33,2021,1,2017-06-24
501,502,B,Ship,3,2,177,3,low,M,10,1641,1,2017-01-10
502,503,C,Ship,3,4,191,4,medium,F,43,2903,1,2017-11-20
503,504,F,Ship,3,2,174,3,low,M,30,1986,1,2017-09-17
504,505,D,Ship,5,3,162,2,low,F,14,1045,1,2017-11-07
505,506,F,Ship,3,1,219,2,low,F,39,2696,1,2017-12-20
506,507,A,Ship,4,4,155,3,medium,F,35,1421,1,2017-08-16
507,508,B,Ship,5,3,230,3,medium,F,3,2923,1,2017-03-22
508,509,C,Ship,4,5,192,2,medium,F,36,2497,1,2017-10-12
509,510,F,Ship,5,2,235,3,low,M,14,2984,1,2017-06-15
510,511,D,Ship,3,2,200,3,low,M,46,3642,1,2017-12-01
511,512,F,Ship,5,2,172,3,medium,M,65,1667,1,2017-02-22
512,513,A,Ship,5,4,160,4,low,F,6,1603,1,2017-10-30
513,514,B,Ship,5,3,250,5,low,M,12,2722,1,2017-03-05
514,515,C,Ship,4,2,174,3,low,M,9,1682,1,2017-05-04
515,516,F,Ship,3,2,204,3,high,F,54,3608,1,2017-08-10
516,517,D,Ship,3,5,274,3,medium,F,51,3476,1,2017-05-27
517,518,F,Ship,5,5,262,2,medium,F,62,3744,1,2017-06-07
518,519,A,Ship,4,5,138,3,medium,M,23,1785,1,2017-02-09
519,520,B,Ship,3,1,215,3,medium,F,2,3873,1,2017-10-12
520,521,C,Ship,3,1,145,2,low,F,34,1773,1,2017-02-24
521,522,F,Road,4,5,149,2,medium,M,56,1141,1,2017-01-30
522,523,D,Road,6,5,212,2,medium,M,38,2359,1,2017-07-03
523,524,F,Road,3,1,155,3,medium,F,47,1193,1,2017-12-13
524,525,A,Road,5,2,154,3,low,M,40,1238,1,2017-05-26
525,526,B,Road,3,3,249,3,medium,M,51,2173,1,2017-03-13
526,527,C,Road,5,1,206,2,low,M,2,3490,1,2017-04-02
527,528,F,Road,4,5,235,3,medium,F,22,2015,1,2017-07-04
528,529,D,Road,5,5,261,3,medium,F,8,3257,1,2017-02-21
529,530,F,Road,6,1,243,4,high,F,22,3537,1,2017-07-24
530,531,A,Road,3,2,237,2,high,M,26,3103,1,2017-03-04
531,532,B,Road,2,4,179,2,low,F,19,1900,1,2017-04-13
532,533,C,Road,4,3,192,3,low,F,43,3498,1,2017-06-29
533,534,F,Road,3,1,141,3,medium,F,39,1838,1,2017-04-07
534,535,D,Road,3,2,245,3,low,F,61,2188,1,2017-01-31
535,536,F,Road,4,4,177,4,medium,F,32,1774,1,2017-05-31
536,537,A,Road,2,3,154,4,high,F,17,1897,1,2017-09-19
537,538,B,Road,4,4,228,3,medium,F,12,3359,1,2017-04-06
538,539,C,Road,3,3,207,6,high,F,24,3702,1,2017-07-24
539,540,F,Road,4,4,266,4,medium,F,33,2701,1,2017-04-27
540,541,D,Road,3,3,172,3,medium,F,42,1707,1,2017-01-23
541,542,F,Road,4,3,142,3,low,F,35,1512,1,2017-08-10
542,543,A,Road,4,5,218,3,low,F,40,3200,1,2017-10-13
543,544,B,Flight,3,3,231,2,low,M,46,2962,1,2017-01-19
544,545,C,Flight,4,2,180,3,low,F,47,1434,1,2017-02-22
545,546,F,Flight,3,1,168,3,low,M,46,1886,1,2017-05-03
546,547,D,Flight,5,5,147,4,high,F,42,1642,1,2017-02-01
547,548,F,Flight,5,4,245,5,low,M,6,3592,1,2017-11-02
548,549,A,Flight,2,4,182,3,medium,M,47,3792,1,2017-08-15
549,550,B,Flight,3,4,176,3,medium,F,8,1567,1,2017-08-10
550,551,C,Flight,5,3,197,4,medium,F,51,2917,1,2017-06-23
551,552,F,Flight,3,5,233,3,medium,M,52,3519,1,2017-08-24
552,553,D,Flight,3,4,156,2,low,M,8,1145,1,2017-12-09
553,554,F,Flight,2,3,257,4,medium,F,52,2073,1,2017-09-29
554,555,A,Flight,5,4,250,3,low,F,11,3373,1,2017-07-19
555,556,B,Flight,5,4,189,5,low,M,3,3301,1,2017-06-26
556,557,C,Flight,3,3,255,2,high,M,7,3311,1,2017-07-31
557,558,F,Flight,2,3,198,2,medium,M,28,3514,1,2017-10-11
558,559,D,Flight,4,2,164,3,medium,M,15,1489,1,2017-10-27
559,560,F,Flight,5,2,271,3,medium,M,32,3785,1,2017-05-28
560,561,A,Flight,3,1,185,2,medium,F,34,3299,1,2017-03-21
561,562,B,Flight,2,5,157,6,high,F,17,1764,1,2017-11-23
562,563,C,Flight,3,2,137,2,medium,M,17,1673,1,2017-12-11
563,564,F,Flight,3,3,229,3,low,M,14,2164,1,2017-08-03
564,565,D,Flight,3,3,234,2,medium,F,39,2449,1,2017-01-12
565,566,F,Ship,4,3,216,2,low,M,52,3578,1,2017-08-18
566,567,A,Ship,3,1,163,4,low,F,20,1940,1,2017-04-04
567,568,B,Ship,5,2,268,3,low,M,19,2526,1,2017-09-29
568,569,C,Ship,3,3,205,5,medium,M,35,2988,1,2017-06-29
569,570,F,Ship,4,5,265,2,medium,F,18,2969,1,2017-12-09
570,571,D,Ship,2,2,236,3,medium,M,3,3416,1,2017-02-15
571,572,F,Ship,4,1,132,3,low,M,63,1901,1,2017-05-31
572,573,A,Ship,3,4,234,2,medium,M,46,3108,1,2017-04-20
573,574,B,Ship,4,3,108,6,low,F,22,1745,1,2017-04-14
574,575,C,Ship,4,2,276,2,low,M,54,3706,1,2017-06-18
575,576,F,Ship,4,2,179,4,low,M,1,1063,1,2017-06-22
576,577,D,Ship,4,1,230,3,medium,M,40,2225,1,2017-10-01
577,578,F,Ship,3,2,210,3,medium,F,43,2096,1,2017-03-30
578,579,A,Ship,3,2,173,3,low,F,15,1992,1,2017-08-19
579,580,B,Ship,2,5,201,3,medium,F,29,3894,1,2017-08-29
580,581,C,Ship,3,3,214,2,low,M,21,3342,1,2017-12-20
581,582,F,Ship,4,2,216,2,medium,F,22,3024,1,2017-03-24
582,583,D,Ship,2,5,144,3,medium,M,61,1313,1,2017-01-15
583,584,F,Ship,5,5,182,3,medium,F,27,3039,1,2017-06-14
584,585,A,Ship,3,3,163,2,medium,F,48,1369,1,2017-01-27
585,586,B,Ship,3,3,234,3,medium,F,8,2334,1,2017-12-11
586,587,C,Ship,3,2,158,3,high,F,59,1307,1,2017-01-23
587,588,F,Ship,3,5,194,2,medium,M,4,3496,1,2017-10-18
588,589,D,Ship,3,1,201,6,medium,F,3,2497,1,2017-12-17
589,590,F,Ship,3,2,178,2,medium,F,59,1933,1,2017-01-22
590,591,A,Ship,4,1,214,5,medium,M,51,2669,1,2017-07-16
591,592,B,Ship,3,3,281,2,medium,M,55,3047,1,2017-06-26
592,593,C,Ship,3,2,260,3,medium,F,2,2176,1,2017-04-29
593,594,F,Ship,3,2,200,2,medium,F,46,3174,1,2017-05-27
594,595,D,Ship,5,3,209,2,high,F,49,2581,1,2017-12-20
595,596,F,Ship,3,1,185,3,low,M,61,3280,1,2017-05-20
596,597,A,Ship,4,3,230,3,low,F,62,2236,1,2017-05-20
597,598,B,Ship,3,4,134,3,medium,F,31,1540,1,2017-11-29
598,599,C,Ship,4,5,270,2,low,F,34,2821,1,2017-03-10
599,600,F,Ship,4,1,140,3,medium,F,1,1464,1,2017-06-23
600,601,D,Ship,6,3,133,5,medium,M,32,1367,1,2017-07-12
601,602,F,Ship,3,4,145,3,medium,M,44,1218,1,2017-03-31
602,603,A,Ship,4,3,206,3,medium,M,58,2135,1,2017-02-10
603,604,B,Ship,3,1,162,2,low,F,52,1125,1,2017-09-21
604,605,C,Ship,4,3,187,2,low,F,58,3665,1,2017-09-21
605,606,F,Ship,4,4,166,5,low,F,54,1203,1,2017-09-04
606,607,D,Ship,4,5,178,3,low,F,48,1819,1,2017-10-17
607,608,F,Ship,3,1,167,2,high,F,34,1967,1,2017-02-28
608,609,A,Ship,4,4,224,3,high,M,60,3145,1,2017-09-21
609,610,B,Ship,4,4,158,3,medium,M,11,1224,1,2017-06-12
610,611,C,Ship,3,4,134,2,medium,M,43,1198,1,2017-05-13
611,612,F,Ship,4,2,147,2,medium,F,20,1387,1,2017-04-29
612,613,D,Ship,4,3,187,3,low,M,61,2207,1,2017-06-28
613,614,F,Ship,4,5,247,2,medium,F,18,2404,1,2017-03-18
614,615,A,Ship,5,4,182,4,high,M,20,2212,1,2017-09-12
615,616,B,Ship,4,1,177,4,medium,F,33,1049,1,2017-12-19
616,617,C,Ship,5,5,143,2,high,F,18,1066,1,2017-04-25
617,618,F,Ship,5,3,245,2,medium,F,8,3231,1,2017-04-03
618,619,D,Ship,4,1,133,4,medium,M,64,1834,1,2017-11-24
619,620,F,Ship,3,5,224,2,low,M,13,3891,1,2017-08-09
620,621,A,Ship,2,5,265,2,low,F,50,3859,1,2017-08-28
621,622,B,Ship,4,1,138,2,low,M,28,1528,1,2017-06-03
622,623,C,Ship,3,4,253,3,low,M,6,3788,1,2017-09-05
623,624,F,Ship,4,1,165,3,medium,M,51,1293,1,2017-12-20
624,625,D,Ship,4,3,265,3,low,F,65,3578,1,2017-01-02
625,626,F,Ship,3,2,238,3,high,F,54,3142,1,2017-09-27
626,627,A,Ship,5,2,236,3,low,F,51,3402,1,2017-04-27
627,628,B,Ship,4,2,190,5,high,F,38,3022,1,2017-02-08
628,629,C,Ship,6,1,104,4,medium,F,23,1442,1,2017-08-02
629,630,F,Ship,4,5,245,2,low,F,19,2616,1,2017-06-16
630,631,D,Ship,3,1,155,3,medium,F,27,1022,1,2017-06-11
631,632,F,Ship,3,2,233,3,low,M,63,2143,1,2017-09-15
632,633,A,Ship,4,3,171,4,low,F,55,1539,1,2017-09-03
633,634,B,Ship,2,3,164,2,low,M,56,1491,1,2017-04-24
634,635,C,Ship,3,1,141,3,low,M,6,1361,1,2017-04-25
635,636,F,Ship,5,3,266,2,low,F,61,2118,1,2017-10-22
636,637,D,Ship,3,4,192,2,low,F,56,3765,1,2017-01-29
637,638,F,Ship,3,3,229,6,medium,F,61,2298,1,2017-07-23
638,639,A,Ship,6,2,269,4,medium,M,38,3171,1,2017-04-25
639,640,B,Ship,3,4,247,4,low,M,59,2939,1,2017-12-22
640,641,C,Ship,4,4,157,2,low,F,2,1087,1,2017-02-01
641,642,F,Ship,3,2,148,3,medium,F,64,1280,1,2017-06-29
642,643,D,Ship,4,1,240,2,low,M,14,2437,1,2017-03-08
643,644,F,Ship,4,3,197,4,medium,M,58,3617,1,2017-11-20
644,645,A,Ship,6,4,121,5,low,M,23,1734,1,2017-11-27
645,646,B,Ship,4,2,124,3,high,M,60,1107,1,2017-09-19
646,647,C,Ship,4,2,153,3,medium,F,53,1185,1,2017-01-01
647,648,F,Ship,5,2,105,4,high,M,1,1622,1,2017-11-25
648,649,D,Ship,4,3,202,3,medium,M,2,3962,1,2017-10-08
649,650,F,Ship,5,4,162,2,low,F,54,1635,1,2017-05-25
650,651,A,Ship,3,4,164,3,medium,M,13,1158,1,2017-12-19
651,652,B,Ship,3,2,231,4,medium,M,48,3370,1,2017-08-13
652,653,C,Ship,5,2,209,4,medium,F,12,2933,1,2017-10-25
653,654,F,Ship,3,1,157,2,high,M,19,1898,1,2017-06-02
654,655,D,Ship,4,5,249,2,low,M,4,2725,1,2017-10-05
655,656,F,Ship,2,3,264,2,low,F,63,2896,1,2017-02-16
656,657,A,Ship,3,1,111,4,low,M,61,1844,1,2017-10-19
657,658,B,Ship,3,1,242,3,medium,F,10,3606,1,2017-11-15
658,659,C,Road,4,4,169,3,low,M,23,1058,1,2017-03-10
659,660,F,Road,5,3,138,2,low,M,13,1056,1,2017-11-15
660,661,D,Road,5,1,158,3,low,M,9,1483,1,2017-02-02
661,662,F,Road,5,3,146,4,low,M,5,1718,1,2017-09-07
662,663,A,Road,4,4,218,5,medium,F,36,2995,1,2017-02-15
663,664,B,Road,3,2,178,2,medium,F,22,1247,1,2017-12-11
664,665,C,Road,4,5,197,3,low,F,34,3784,1,2017-02-27
665,666,F,Road,3,3,243,2,medium,M,17,3230,1,2017-06-03
666,667,D,Road,5,2,254,4,high,M,37,2608,1,2017-10-16
667,668,F,Road,3,1,237,4,low,M,33,2782,1,2017-02-03
668,669,A,Road,5,1,179,3,low,F,62,1945,1,2017-05-15
669,670,B,Road,3,2,189,3,medium,M,38,2108,1,2017-07-13
670,671,C,Road,4,3,244,3,medium,M,1,3982,1,2017-11-04
671,672,F,Road,3,3,266,2,medium,M,46,3594,1,2017-02-01
672,673,D,Road,5,4,263,3,high,M,10,2538,1,2017-09-09
673,674,F,Road,3,2,247,2,medium,M,39,3189,1,2017-05-22
674,675,A,Road,4,5,202,3,low,F,6,2616,1,2017-05-08
675,676,B,Road,4,4,227,3,medium,F,1,2761,1,2017-05-24
676,677,C,Road,4,5,189,2,low,F,15,2457,1,2017-10-13
677,678,F,Road,6,4,160,2,low,F,31,1689,1,2017-03-08
678,679,D,Road,3,3,117,3,medium,M,56,1618,1,2017-08-28
679,680,F,Road,3,1,202,2,high,M,52,2312,1,2017-03-03
680,681,A,Flight,4,3,201,3,medium,F,54,2487,1,2017-07-31
681,682,B,Flight,3,4,273,2,medium,F,39,2651,1,2017-04-07
682,683,C,Flight,4,4,143,2,medium,M,58,1038,1,2017-02-28
683,684,F,Flight,4,5,137,4,high,M,29,1262,1,2017-08-21
684,685,D,Flight,5,5,236,3,high,M,34,3455,1,2017-10-14
685,686,F,Flight,4,2,241,2,low,M,17,3844,1,2017-07-05
686,687,A,Flight,4,2,187,2,low,F,6,3625,1,2017-04-07
687,688,B,Flight,4,5,273,2,high,M,63,3516,1,2017-10-30
688,689,C,Flight,5,2,170,3,low,M,15,1314,1,2017-12-06
689,690,F,Flight,3,5,138,3,low,F,37,1266,1,2017-10-25
690,691,D,Flight,5,4,150,2,low,M,60,1034,1,2017-10-04
691,692,F,Flight,5,5,140,3,high,F,42,1384,1,2017-02-10
692,693,A,Flight,4,1,250,2,low,M,17,3544,1,2017-04-21
693,694,B,Flight,3,3,207,7,medium,M,19,2182,1,2017-05-13
694,695,C,Flight,4,4,214,3,low,M,36,2684,1,2017-09-23
695,696,F,Flight,4,1,179,3,low,M,63,1215,1,2017-05-05
696,697,D,Flight,5,1,149,4,medium,F,20,1110,1,2017-08-07
697,698,F,Flight,3,5,151,2,low,F,16,1422,1,2017-03-16
698,699,A,Flight,4,3,264,3,medium,M,23,2376,1,2017-05-30
699,700,B,Flight,6,5,113,3,high,M,31,1037,1,2017-09-04
700,701,C,Flight,6,1,281,3,medium,F,36,2536,1,2017-06-16
701,702,F,Flight,4,2,197,7,medium,M,43,3730,1,2017-10-21
702,703,D,Ship,3,4,265,8,low,F,35,3299,1,2017-02-13
703,704,F,Ship,4,2,259,3,low,F,47,3764,1,2017-04-14
704,705,A,Ship,5,1,200,8,low,F,18,3806,1,2017-02-03
705,706,B,Ship,2,4,111,2,high,M,60,1787,1,2017-04-06
706,707,C,Ship,3,5,223,3,medium,M,53,3670,1,2017-07-19
707,708,F,Ship,3,3,241,3,low,M,5,2713,1,2017-03-11
708,709,D,Ship,4,1,139,3,low,F,25,1152,1,2017-07-18
709,710,F,Ship,7,1,192,3,low,M,38,1372,1,2017-01-24
710,711,A,Ship,3,4,117,3,medium,M,23,1527,1,2017-08-03
711,712,B,Ship,3,1,202,2,high,F,21,3120,1,2017-04-17
712,713,C,Ship,4,2,201,3,medium,F,39,2066,1,2017-02-09
713,714,F,Ship,3,3,273,2,medium,F,16,2466,1,2017-02-01
714,715,D,Ship,4,3,143,2,medium,F,64,1910,1,2017-10-21
715,716,F,Ship,4,1,137,4,high,M,15,1391,1,2017-02-08
716,717,A,Ship,5,3,236,3,high,F,47,3519,1,2017-07-04
717,718,B,Ship,4,1,241,2,low,F,39,2935,1,2017-12-10
718,719,C,Ship,4,5,187,2,low,M,44,3218,1,2017-03-08
719,720,F,Ship,4,3,273,2,high,M,43,3462,1,2017-09-24
720,721,D,Ship,5,3,170,3,low,F,12,1018,1,2017-01-17
721,722,F,Ship,3,4,138,3,low,F,54,1648,1,2017-10-14
722,723,A,Ship,5,3,150,2,low,M,2,1682,1,2017-07-07
723,724,B,Ship,5,4,140,3,high,F,56,1332,1,2017-02-23
724,725,C,Ship,4,3,250,2,low,F,46,2878,1,2017-05-02
725,726,F,Ship,3,4,207,7,medium,F,46,2670,1,2017-08-29
726,727,D,Ship,4,2,214,3,low,F,18,2574,1,2017-09-01
727,728,F,Ship,4,3,179,3,low,M,45,1903,1,2017-11-02
728,729,A,Ship,5,2,149,4,medium,M,48,1068,1,2017-06-24
729,730,B,Ship,3,1,151,2,low,F,4,1748,1,2017-06-05
730,731,C,Ship,4,5,264,3,medium,M,16,2245,1,2017-06-11
731,732,F,Ship,6,5,113,3,high,F,35,1402,1,2017-11-25
732,733,D,Ship,6,3,281,3,medium,M,11,2135,1,2017-03-10
733,734,F,Ship,4,4,197,7,medium,F,22,2065,1,2017-02-09
734,735,A,Ship,3,4,265,8,low,M,2,3622,1,2017-12-20
735,736,B,Ship,4,1,259,3,low,M,39,2427,1,2017-02-03
736,737,C,Ship,5,3,200,8,low,F,9,2741,1,2017-09-28
737,738,F,Ship,2,1,111,2,high,F,10,1920,1,2017-03-19
738,739,D,Ship,3,2,223,3,medium,F,6,2127,1,2017-03-03
739,740,F,Ship,3,2,241,3,low,M,22,3030,1,2017-12-08
740,741,A,Ship,4,5,139,3,low,F,65,1277,1,2017-02-06
741,742,B,Ship,7,4,192,3,low,F,33,1694,1,2017-09-26
742,743,C,Ship,3,5,180,4,medium,F,59,1481,1,2017-10-10
743,744,F,Ship,3,3,153,5,low,M,35,1089,1,2017-12-05
744,745,D,Ship,2,4,280,4,low,M,48,1463,1,2017-09-08
745,746,F,Ship,7,5,243,5,medium,M,28,1100,1,2017-01-13
746,747,A,Ship,3,4,214,2,low,M,50,3881,1,2017-08-22
747,748,B,Ship,4,4,177,2,low,M,6,1112,1,2017-12-22
748,749,C,Ship,3,2,182,3,medium,F,39,3828,1,2017-10-09
749,750,F,Ship,4,5,185,3,medium,M,17,2824,1,2017-08-18
750,751,D,Ship,3,3,143,3,medium,M,23,1281,1,2017-06-19
751,752,F,Ship,3,3,162,3,medium,M,7,1901,1,2017-04-18
752,753,A,Ship,3,1,171,2,low,M,34,1999,1,2017-02-25
753,754,B,Ship,5,1,227,3,low,F,14,2589,1,2017-02-25
754,755,C,Ship,3,5,205,6,low,F,25,2232,1,2017-05-24
755,756,F,Ship,3,5,258,3,low,M,17,3033,1,2017-10-24
756,757,D,Ship,4,5,195,5,medium,F,10,3537,1,2017-11-13
757,758,F,Ship,4,1,224,2,low,M,8,3638,1,2017-03-12
758,759,A,Ship,2,5,192,6,low,F,41,2673,1,2017-06-28
759,760,B,Ship,3,3,202,3,medium,F,35,3986,1,2017-06-10
760,761,C,Ship,5,3,235,2,medium,F,12,3358,1,2017-08-07
761,762,F,Ship,3,4,218,3,low,M,22,3818,1,2017-10-04
762,763,D,Ship,6,5,176,4,medium,M,31,1262,1,2017-11-05
